,pospair,negpair
4621,*MOT: are you wheeling them round ?	*CHI: the man wants to go in really .,*MOT: are you wheeling them round ?	*CHI: I want to draw on my book .
4622,*MOT: you've ended up with a wet t-shirt every day this week .	*CHI: what's it going to do ?,*MOT: you've ended up with a wet t-shirt every day this week .	*CHI: they've got to go back .
4623,*MOT: what are you writing ?	*CHI: a cat is wet and .,*MOT: what are you writing ?	*CHI: no I want to sit .
4624,*MOT: and you can chop it up .	*CHI: where's the knife ?,*MOT: and you can chop it up .	*CHI: in the water .
4625,*MOT: is it the Black Eyed Peas ?	*CHI: clap your hand together .,*MOT: is it the Black Eyed Peas ?	*CHI: teddy want get out .
4626,*MOT: everybody in the van .	*CHI: where's Postman Pat ?,*MOT: everybody in the van .	*CHI: oo buh oh .
4627,*MOT: what do you think ?	*CHI: let me just drive a minute .,*MOT: what do you think ?	*CHI: because he squash it like this .
4628,*MOT: what's it like ?	*CHI: let's go then .,*MOT: what's it like ?	*CHI: on the floor .
4629,"*MOT: what , Laura ?	*CHI: that's a milk .","*MOT: what , Laura ?	*CHI: oh are reach ."
4630,*MOT: Grampy gave you what ?	*CHI: I'll show ya .,*MOT: Grampy gave you what ?	*CHI: xxx xxx yyy .
4631,*MOT: but what is this over here ?	*CHI: that's a lake .,*MOT: but what is this over here ?	*CHI: where's another dog ?
4632,*MOT: what did we do last time ?	*CHI: you read books .,*MOT: what did we do last time ?	*CHI: a cow is .
4633,*MOT: you going to finish your steak ?	*CHI: yes I'm done with this cuckoo head www .,*MOT: you going to finish your steak ?	*CHI: I said something in the house that's pink .
4634,*MOT: what is it ?	*CHI: a a a .,*MOT: what is it ?	*CHI: we eat pumpkins ?
4635,*MOT: how many pigs has she got ?	*CHI: I want to count them .,"*MOT: how many pigs has she got ?	*CHI: no, you can fix it ."
4636,"*MOT: where are you , Curly ?	*CHI: there he is .","*MOT: where are you , Curly ?	*CHI: I don't know ."
4637,*MOT: do you remember what the children are called ?	*CHI: I don't know .,*MOT: do you remember what the children are called ?	*CHI: this one on .
4638,*MOT: and what's the dog called ?	*CHI: I don't know .,*MOT: and what's the dog called ?	*CHI: it just the .
4639,*MOT: is it locked ?	*CHI: there's lots and lots of toys in here .,*MOT: is it locked ?	*CHI: and I'm going to put some this in .
4640,*MOT: did you like that red sand ?	*CHI: that's yellow lake .,*MOT: did you like that red sand ?	*CHI: put this somewhere ?
4641,*MOT: and what happened to Ewww at playgroup ?	*CHI: she fall over .,*MOT: and what happened to Ewww at playgroup ?	*CHI: this is mine .
4642,*MOT: what happened with Ewww yesterday ?	*CHI: she fall over .,*MOT: what happened with Ewww yesterday ?	*CHI: I know that .
4643,*MOT: have they finished building ?	*CHI: I can see them .,*MOT: have they finished building ?	*CHI: run around and have .
4644,*MOT: what are you doing ?	*CHI: looking for them .,"*MOT: what are you doing ?	*CHI: down , Bow ."
4645,*MOT: what that we're living in or that you've built ?	*CHI: the other one .,*MOT: what that we're living in or that you've built ?	*CHI: it not a .
4646,*MOT: will I get you some cheese ?	*CHI: they're pretend sandwiches .,*MOT: will I get you some cheese ?	*CHI: can I put .
4647,*MOT: please may I have ?	*CHI: and no thank you .,*MOT: please may I have ?	*CHI: it's exactly the same .
4648,*MOT: do you want to tip them out and see what there is ?	*CHI: look at this .,*MOT: do you want to tip them out and see what there is ?	*CHI: blue car Thomas .
4649,"*MOT: they're very tasty those actually , darling .	*CHI: do you want a green ?","*MOT: they're very tasty those actually , darling .	*CHI: just like one of these ."
4650,*MOT: right are you going to try some of that pear now ?	*CHI: if he can if we can go outside .,*MOT: right are you going to try some of that pear now ?	*CHI: I want a rain one on the train .
4651,*MOT: what do you want to play with ?	*CHI: things down there .,*MOT: what do you want to play with ?	*CHI: this red isn't .
4652,*MOT: where do you think it had gone ?	*CHI: in Father Christmas belly .,*MOT: where do you think it had gone ?	*CHI: I want stay here .
4653,*MOT: what is it ?	*CHI: it's a delivery truck .,*MOT: what is it ?	*CHI: and you have red .
4654,*MOT: what does it say on it ?	*CHI: it's a star .,*MOT: what does it say on it ?	*CHI: that man there .
4655,*MOT: is that fine ?	*CHI: brrr come out .,*MOT: is that fine ?	*CHI: you'll hate it .
4656,*MOT: so it's to Eleanor .	*CHI: who is that ?,*MOT: so it's to Eleanor .	*CHI: what are those ?
4657,*MOT: what would you like ?	*CHI: my red dress .,*MOT: what would you like ?	*CHI: went to play .
4658,*MOT: but where are the tops ?	*CHI: I don't know .,*MOT: but where are the tops ?	*CHI: on my lap .
4659,*MOT: what do you start off with ?	*CHI: one and two .,*MOT: what do you start off with ?	*CHI: it's a bird .
4660,"*MOT: yes , darling ?	*CHI: the morning can we have eggie bread .","*MOT: yes , darling ?	*CHI: is that the piece of this one ?"
4661,*MOT: now what do you want to tell Wilbur today ?	*CHI: I like him and what's .,*MOT: now what do you want to tell Wilbur today ?	*CHI: because I just wanted to .
4662,*MOT: what's a jacuzzi do ?	*CHI: has water in it .,*MOT: what's a jacuzzi do ?	*CHI: we can say that .
4663,*MOT: over by the doors .	*CHI: my baby my baby !,*MOT: over by the doors .	*CHI: that that's just it .
4664,*MOT: what is that ?	*CHI: need a taste .,*MOT: what is that ?	*CHI: I can't reach .
4665,*MOT: hey why don't you try ?	*CHI: no help me .,*MOT: hey why don't you try ?	*CHI: bye bye baby .
4666,*MOT: to fit your head .	*CHI: can you put it on ?,*MOT: to fit your head .	*CHI: I want buy new shoes .
4667,*MOT: what's happening here ?	*CHI: he's trying to catch a frog .,*MOT: what's happening here ?	*CHI: that's what I do every morning .
4668,*MOT: what do they do ?	*CHI: I can't tell .,*MOT: what do they do ?	*CHI: here you are .
4669,"*MOT: what do you think, where do you think this truck is going ?	*CHI: I don't know .","*MOT: what do you think, where do you think this truck is going ?	*CHI: you guessed it ."
4670,"*MOT: who can do dusting ?	*CHI: ooh, I could .",*MOT: who can do dusting ?	*CHI: s oh soup .
4671,*MOT: how about these ?	*CHI: I would bet it's a table .,*MOT: how about these ?	*CHI: .. I missed out on snack .
4672,*MOT: how about this ?	*CHI: probably a door but it's upside down .,*MOT: how about this ?	*CHI: sorry I nearly tread on the wire .
4673,"*MOT: why do you say it's upside down ?	*CHI: because, this is supposed to be right here .","*MOT: why do you say it's upside down ?	*CHI: oh yeah but Mommy um, you know what ?"
4674,*MOT: what's she doing ?	*CHI: steering the steering wheel .,*MOT: what's she doing ?	*CHI: one two three four !
4675,"*MOT: what do you think this is ?	*CHI: oh, a couch .",*MOT: what do you think this is ?	*CHI: a more dragons .
4676,"*MOT: where would you sit on that couch ?	*CHI: right here, all and over here .","*MOT: where would you sit on that couch ?	*CHI: Mummy , look there's two plants ."
4677,*MOT: where is she doing that ?	*CHI: at this house .,*MOT: where is she doing that ?	*CHI: is this a .
4678,*MOT: what is she giving the baby here ?	*CHI: a bottle with milk in it .,*MOT: what is she giving the baby here ?	*CHI: would you please make the water ?
4679,*MOT: who can be a race car driver ?	*CHI: ooh I knew he would do that .,*MOT: who can be a race car driver ?	*CHI: what going to happen in Mr Tall ?
4680,*MOT: do you think you can do that ?	*CHI: I don't know .,*MOT: do you think you can do that ?	*CHI: this is hot .
4681,"*MOT: or maybe the seat ?	*CHI: well , I needta go potty .",*MOT: or maybe the seat ?	*CHI: I want to dump them out .
4682,*MOT: just sit over here on the floor with me ?	*CHI: yeah I needta take my shoes off .,*MOT: just sit over here on the floor with me ?	*CHI: Mom what in the world is this ?
4683,*MOT: what a neat kind of a house .	*CHI: what's in it ?,*MOT: what a neat kind of a house .	*CHI: erh no bed .
4684,*MOT: so he's sitting right by the table ?	*CHI: they're eating some food .,*MOT: so he's sitting right by the table ?	*CHI: swinging from a bar .
4685,*MOT: do you think so ?	*CHI: no she has to sit in a chair .,*MOT: do you think so ?	*CHI: and I can reach up to your back .
4686,*MOT: how ya going to feed her ?	*CHI: no water in it .,*MOT: how ya going to feed her ?	*CHI: can I pop them ?
4687,*MOT: you're worse than I am .	*CHI: where's the thing ?,*MOT: you're worse than I am .	*CHI: choo choo gone .
4688,*MOT: he's got abscessed tooth on both sides .	*CHI: want me draw ?,*MOT: he's got abscessed tooth on both sides .	*CHI: will you keep .
4689,*MOT: they get rid of them by taking mud baths .	*CHI: can't I see ?,*MOT: they get rid of them by taking mud baths .	*CHI: they're not shoes .
4690,*MOT: what are you crying about ?	*CHI: ow ow ow ow ow ow owie .,*MOT: what are you crying about ?	*CHI: why do you need the stupid boxes ?
4691,*MOT: bring monkey in ?	*CHI: dump them out .,"*MOT: bring monkey in ?	*CHI: shake , shake ."
4692,*MOT: isn't that nice ?	*CHI: that's Lia fixing .,*MOT: isn't that nice ?	*CHI: you are scribbling .
4693,"*MOT: oh , what's that ?	*CHI: that's a shoe .","*MOT: oh , what's that ?	*CHI: and splashed out ."
4694,"*MOT: what's that , Nathaniel ?	*CHI: that's a sandbox .","*MOT: what's that , Nathaniel ?	*CHI: it's far under ."
4695,*MOT: why does the bunny have to go in the house ?	*CHI: it ah night night .,*MOT: why does the bunny have to go in the house ?	*CHI: and on my fingers .
4696,*MOT: what costume does he have ?	*CHI: a green one .,*MOT: what costume does he have ?	*CHI: that's a horsie .
4697,*MOT: it's on backwards again .	*CHI: is that better ?,*MOT: it's on backwards again .	*CHI: I'm a baby .
4698,*MOT: what you trying to do ?	*CHI: they standing on the car .,*MOT: what you trying to do ?	*CHI: I don't want to go .
4699,*MOT: do you think you're funny ?	*CHI: if I move this .,*MOT: do you think you're funny ?	*CHI: come on racing car .
4700,*MOT: what were you drinking ?	*CHI: I'm doing this .,*MOT: what were you drinking ?	*CHI: eat mushroom pizza .
4701,"*MOT: Fraser , what's the matter ?	*CHI: I need a wee wee .","*MOT: Fraser , what's the matter ?	*CHI: that one does not open ."
4702,*MOT: why don't you say s ?	*CHI: five seven eight seven .,*MOT: why don't you say s ?	*CHI: I want tv on !
4703,*MOT: where does this gone go ?	*CHI: I don't know .,*MOT: where does this gone go ?	*CHI: with his Daddy ?
4704,*MOT: I'm sorry I made a mistake .	*CHI: now that go ?,*MOT: I'm sorry I made a mistake .	*CHI: probably use glue .
4705,*MOT: because it's going to fall down .	*CHI: on the couch ?,*MOT: because it's going to fall down .	*CHI: here comes again .
4706,*MOT: can you what ?	*CHI: wash my teeth .,*MOT: can you what ?	*CHI: we have look .
4707,*MOT: you want Arthur to get mad at me ?	*CHI: he gone now .,*MOT: you want Arthur to get mad at me ?	*CHI: I've got this .
4708,*MOT: and they'll get awful mad .	*CHI: you know what ?,*MOT: and they'll get awful mad .	*CHI: I want to .
4709,*MOT: Kent didn't see Pebbles .	*CHI: can I bring this out ?,*MOT: Kent didn't see Pebbles .	*CHI: I bit tickly this lemon .
4710,*MOT: don't get all the clothes out of there .	*CHI: you know what ?,"*MOT: don't get all the clothes out of there .	*CHI: no , no !"
4711,*MOT: and you won't have any sink ?	*CHI: I want my .,*MOT: and you won't have any sink ?	*CHI: a swimming girl .
4712,*MOT: you needta stay in here .	*CHI: I play this ?,*MOT: you needta stay in here .	*CHI: more ice cream .
4713,*MOT: can you drink your juice ?	*CHI: me right here .,*MOT: can you drink your juice ?	*CHI: Santa Claus boys ?
4714,*MOT: what about this little girl ?	*CHI: she can fix a bike .,*MOT: what about this little girl ?	*CHI: but where does this go ?
4715,*MOT: what do you think she's doing ?	*CHI: playing with dolls .,*MOT: what do you think she's doing ?	*CHI: cut baby Sarah .
4716,*MOT: what is a seamstress ?	*CHI: someone that sews stuff .,*MOT: what is a seamstress ?	*CHI: show her my new .
4717,"*MOT: do you think that looks like a child ?	*CHI: yeah, kind of .",*MOT: do you think that looks like a child ?	*CHI: two and two .
4718,*MOT: what's wrong here ?	*CHI: he came off .,*MOT: what's wrong here ?	*CHI: I doing it .
4719,*MOT: you couldn't play vet if the arm fell off ?	*CHI: for a while .,*MOT: you couldn't play vet if the arm fell off ?	*CHI: no it isn't .
4720,*MOT: or maybe you could play vet and what could you do ?	*CHI: put it on .,"*MOT: or maybe you could play vet and what could you do ?	*CHI: Mummy , Piglet ."
4721,*MOT: who can be a race car driver ?	*CHI: people that are grown up .,*MOT: who can be a race car driver ?	*CHI: throw it in the trash ?
4722,"*MOT: and then we'll see Firstname and teddy again, okay ?	*CHI: say knock knock .","*MOT: and then we'll see Firstname and teddy again, okay ?	*CHI: I spoon too ."
4723,*MOT: do what with them though ?	*CHI: run around and have .,*MOT: do what with them though ?	*CHI: my drill through there .
4724,*MOT: what do sailors do ?	*CHI: they drive the boat .,*MOT: what do sailors do ?	*CHI: can you do these ?
4725,"*MOT: what is shh who, what is she doing ?	*CHI: she's fire people .","*MOT: what is shh who, what is she doing ?	*CHI: I don't know ."
4726,*MOT: what kind of tool is he using ?	*CHI: a feather duster .,*MOT: what kind of tool is he using ?	*CHI: shall we both .
4727,"*MOT: yeah, it's a fun game .	*CHI: can we play it can we draw one when we get home ?","*MOT: yeah, it's a fun game .	*CHI: because toads have have bumpy skin and and frogs have sm slimy ."
4728,*MOT: you sing to her ?	*CHI: night night night night baby .,*MOT: you sing to her ?	*CHI: he's the ninja mutant turtle .
4729,*MOT: what are they going to do with the puppy ?	*CHI: right up there .,*MOT: what are they going to do with the puppy ?	*CHI: okay here's me .
4730,"*MOT: what are those puppies going to do ?	*CHI: two puppy, that puppy, green puppy .",*MOT: what are those puppies going to do ?	*CHI: but she finished all her food .
4731,"*MOT: you do what ?	*CHI: two puppy, that puppy, the .",*MOT: you do what ?	*CHI: how do you do this ?
4732,"*MOT: what's he sitting in ?	*CHI: ah, rocking chair .",*MOT: what's he sitting in ?	*CHI: this a carrot .
4733,*MOT: what can they do ?	*CHI: they're going to get more sandbox .,*MOT: what can they do ?	*CHI: no that looks like ice cream .
4734,"*MOT: uhoh, what's he .	*CHI: he's not a baby !","*MOT: uhoh, what's he .	*CHI: have to open curtain ?"
4735,*MOT: what's he doing ?	*CHI: he's not a baby !,*MOT: what's he doing ?	*CHI: I fell down too .
4736,"*MOT: , you better, you got to find it .	*CHI: where kitty go ?","*MOT: , you better, you got to find it .	*CHI: oh airplane airplane ."
4737,"*MOT: can't go up there, too danger up there, you're right !	*CHI: they're got to, they're got to get in there .","*MOT: can't go up there, too danger up there, you're right !	*CHI: put coat on and wellies and then go outside ."
4738,"*MOT: that's not a what ?	*CHI: they're got to get, I broke tractor .",*MOT: that's not a what ?	*CHI: this is the truck had the crash .
4739,"*MOT: where's he going ?	*CHI: they're go get more car , they're go get more sand .",*MOT: where's he going ?	*CHI: I'm not I'm putting it back so the tv could work .
4740,*MOT: now what can they do ?	*CHI: this can't get in there .,*MOT: now what can they do ?	*CHI: I think he's on you .
4741,"*MOT: hey, look, he's got some crayons out, do you want to .	*CHI: what's in there ?","*MOT: hey, look, he's got some crayons out, do you want to .	*CHI: I like those ."
4742,*MOT: get chickens out of the way .	*CHI: I dropped that !,*MOT: get chickens out of the way .	*CHI: and you hit .
4743,*MOT: Mommy did what ?	*CHI: they're on the potty in here .,*MOT: Mommy did what ?	*CHI: you want eat it all up .
4744,"*MOT: beef, or bee ?	*CHI: there beef on here .","*MOT: beef, or bee ?	*CHI: a sword my matie ."
4745,"*MOT: , oh no !	*CHI: he went around horsie .","*MOT: , oh no !	*CHI: mm, by a lake ?"
4746,*MOT: yeah a long neck ?	*CHI: oh two racecars .,*MOT: yeah a long neck ?	*CHI: oh pussy cat .
4747,*MOT: this guy's missing a few parts but what kind of elephant do you think it is ?	*CHI: I don't know .,*MOT: this guy's missing a few parts but what kind of elephant do you think it is ?	*CHI: on a hayride .
4748,*MOT: what kind of elephant do you think that is ?	*CHI: I don't know .,*MOT: what kind of elephant do you think that is ?	*CHI: Mr P Lastname .
4749,*MOT: think it's a .	*CHI: Mummy it goes together !,*MOT: think it's a .	*CHI: she woke up early .
4750,*MOT: is that what it does ?	*CHI: yeah see Mommy .,*MOT: is that what it does ?	*CHI: and her blanket .
4751,*MOT: cardboard off first .	*CHI: then can put them in ?,*MOT: cardboard off first .	*CHI: this is my first favorite .
4752,*MOT: red and blue together make purple .	*CHI: but why did it do that ?,"*MOT: red and blue together make purple .	*CHI: look at the story , Amy ."
4753,"*MOT: you know those plants at the back of our garden , Fraser ?	*CHI: now I want to do .","*MOT: you know those plants at the back of our garden , Fraser ?	*CHI: was she a good boy ?"
4754,*MOT: who colored it in ?	*CHI: I don't know .,*MOT: who colored it in ?	*CHI: don't have any .
4755,*MOT: and what else ?	*CHI: now already done the lion .,*MOT: and what else ?	*CHI: I want a sweetie now .
4756,"*MOT: what , darling ?	*CHI: want a botbot .","*MOT: what , darling ?	*CHI: I don't know ."
4757,*MOT: where is your sock ?	*CHI: but I want it back on .,"*MOT: where is your sock ?	*CHI: that's a picture of that, that ."
4758,*MOT: what is it ?	*CHI: lots of books .,*MOT: what is it ?	*CHI: get in it .
4759,*MOT: ocean animal ones .	*CHI: did that one fell ?,*MOT: ocean animal ones .	*CHI: what does he have ?
4760,*MOT: do you think it's that fish ?	*CHI: why's he not .,*MOT: do you think it's that fish ?	*CHI: just keep it .
4761,*MOT: so what are you doing with your blankets ?	*CHI: I don't know .,*MOT: so what are you doing with your blankets ?	*CHI: on his bannister .
4762,*MOT: it's kind of boring said baby bear .	*CHI: oh not again !,"*MOT: it's kind of boring said baby bear .	*CHI: hello , Purdie ."
4763,*MOT: we can see if we buy you a new one .	*CHI: but where is it ?,*MOT: we can see if we buy you a new one .	*CHI: Anne sit down there .
4764,*MOT: and what was that for ?	*CHI: make lots of .,*MOT: and what was that for ?	*CHI: I need it .
4765,*MOT: that goes there .	*CHI: and this one's little Scoop ?,"*MOT: that goes there .	*CHI: sit at the table, mom ."
4766,*MOT: you broke it ?	*CHI: that doesn't go like that .,*MOT: you broke it ?	*CHI: she's rolling down the street .
4767,*MOT: is this one too hard for you ?	*CHI: no it's not .,*MOT: is this one too hard for you ?	*CHI: they're fall style .
4768,*MOT: are you a silly boy ?	*CHI: say baa baa bee .,*MOT: are you a silly boy ?	*CHI: and then comes up .
4769,*MOT: did you say fat parrot ?	*CHI: where is the .,*MOT: did you say fat parrot ?	*CHI: I dropped one .
4770,"*MOT: there's lots of toys in here , Fraser .	*CHI: shall I do it quietly ?","*MOT: there's lots of toys in here , Fraser .	*CHI: I know I have been ."
4771,*MOT: play with something else .	*CHI: shall I do it quietly ?,*MOT: play with something else .	*CHI: I want it in here .
4772,*MOT: what did you do at Lenny's house last night ?	*CHI: I don't know .,*MOT: what did you do at Lenny's house last night ?	*CHI: move power shovel .
4773,*MOT: a golden delicious apple when we go to the co-op ?	*CHI: I already had one .,*MOT: a golden delicious apple when we go to the co-op ?	*CHI: came home the car .
4774,*MOT: what would you like for dinner this week ?	*CHI: I don't know .,*MOT: what would you like for dinner this week ?	*CHI: we need this .
4775,*MOT: what's the bear doing ?	*CHI: he's just sitting .,*MOT: what's the bear doing ?	*CHI: oops oh dear .
4776,*MOT: what's he doing ?	*CHI: he's get a monkey .,*MOT: what's he doing ?	*CHI: I need a wee .
4777,*MOT: what'd they see ?	*CHI: a snake right here .,*MOT: what'd they see ?	*CHI: he a happy one .
4778,*MOT: you can look at it later with me .	*CHI: what is that ?,*MOT: you can look at it later with me .	*CHI: what's in there ?
4779,*MOT: a whale came out of the river ?	*CHI: and it was big .,*MOT: a whale came out of the river ?	*CHI: well I can see .
4780,*MOT: now go get some of the bowls and bring the jello here .	*CHI: how old are you ?,*MOT: now go get some of the bowls and bring the jello here .	*CHI: it's a dum dum .
4781,*MOT: the rest of it ?	*CHI: l e d b e t t e r .,"*MOT: the rest of it ?	*CHI: look where's the front of this train , Mum ?"
4782,*MOT: I don't know .	*CHI: where you Kleenex ?,*MOT: I don't know .	*CHI: we done now .
4783,*MOT: can you do it ?	*CHI: I put my .,*MOT: can you do it ?	*CHI: that my slipper .
4784,*MOT: your baby pony ?	*CHI: no polar bear .,*MOT: your baby pony ?	*CHI: Shaun's cut hair .
4785,"*MOT: are you feeling better now , Helen ?	*CHI: just a little bit .","*MOT: are you feeling better now , Helen ?	*CHI: in the egg box ."
4786,"*MOT: what were you playing downstairs , Helen ?	*CHI: I don't know .","*MOT: what were you playing downstairs , Helen ?	*CHI: that's a hoover ."
4787,*MOT: what do you want to take ?	*CHI: I don't know .,*MOT: what do you want to take ?	*CHI: she's going home .
4788,*MOT: and next birthday you're going to be .	*CHI: what about these ones ?,*MOT: and next birthday you're going to be .	*CHI: and there's Apple again .
4789,*MOT: did you enjoy it ?	*CHI: but I was a bit good though .,*MOT: did you enjoy it ?	*CHI: I just want to play with Apple .
4790,*MOT: have you seen them with their legs growing and their arms growing ?	*CHI: yeah I think so .,*MOT: have you seen them with their legs growing and their arms growing ?	*CHI: let's do these farms .
4791,*MOT: yeah that's right .	*CHI: what you look at me for ?,*MOT: yeah that's right .	*CHI: and he couldn't reach the handles .
4792,*MOT: do you like hot chocolate ?	*CHI: yes I have it all the time .,*MOT: do you like hot chocolate ?	*CHI: I wish I could have eight million .
4793,*MOT: oh and what happened ?	*CHI: Wubbzy was scared of a fly .,*MOT: oh and what happened ?	*CHI: Sarah .. is a girl like .
4794,*MOT: so she said “I'm not having a good day” .	*CHI: what does that mean ?,*MOT: so she said “I'm not having a good day” .	*CHI: see you open it .
4795,*MOT: what are they doing ?	*CHI: jump in muddy puddles and staying out of the puddles .,*MOT: what are they doing ?	*CHI: for Grandpa and Ninny and Bumpa I make one footprint .
4796,*MOT: who sings like that ?	*CHI: I don't know .,*MOT: who sings like that ?	*CHI: feeding the elephant .
4797,*MOT: what's teddy doing ?	*CHI: put away a minute .,*MOT: what's teddy doing ?	*CHI: I play something trumpet .
4798,*MOT: what are you going to do with them now ?	*CHI: they make a house .,*MOT: what are you going to do with them now ?	*CHI: what did I say ?
4799,*MOT: let's have a go then .	*CHI: shall we get this off ?,*MOT: let's have a go then .	*CHI: I did do my book .
4800,*MOT: oh my goodness !	*CHI: I eat a pancake .,*MOT: oh my goodness !	*CHI: this is the shovel .
4801,*MOT: did you put the lid on ?	*CHI: I want this .,*MOT: did you put the lid on ?	*CHI: like a scratch .
4802,*MOT: hah what's this ?	*CHI: oh a backpack .,"*MOT: hah what's this ?	*CHI: okay , mom ."
4803,*MOT: what's your favorite color ?	*CHI: I want the baby .,"*MOT: what's your favorite color ?	*CHI: Mummy , back there ."
4804,*MOT: Rachel what are you doing ?	*CHI: just getting a yoghurt mummie .,*MOT: Rachel what are you doing ?	*CHI: but but it's still here .
4805,"*MOT: in toddlers today you finished with that ?	*CHI: jumping up and down , jumping up and down .","*MOT: in toddlers today you finished with that ?	*CHI: do you like fish and chips , do you ?"
4806,*MOT: how many people well you count them and see ?	*CHI: one two three four .,*MOT: how many people well you count them and see ?	*CHI: this cow says moo .
4807,*MOT: and how big were you ?	*CHI: I don't know .,*MOT: and how big were you ?	*CHI: x necklace for .
4808,*MOT: and what did you have to do ?	*CHI: turn my legs .,*MOT: and what did you have to do ?	*CHI: what's that called ?
4809,*MOT: and what did you tell the doctor ?	*CHI: said that I liked .,*MOT: and what did you tell the doctor ?	*CHI: then he'll take it .
4810,*MOT: oh you can make a heart .	*CHI: why have to put my name ?,*MOT: oh you can make a heart .	*CHI: let me sleep on your lap .
4811,*MOT: what's your name ?	*CHI: I ain't going to to put it .,*MOT: what's your name ?	*CHI: I didn't like the blue one said .
4812,"*MOT: what about my banana ?	*CHI: mommy, sit couch .",*MOT: what about my banana ?	*CHI: I don't know .
4813,*MOT: where's the pickles ?	*CHI: I got them .,*MOT: where's the pickles ?	*CHI: I don't know .
4814,*MOT: are you a clever girl ?	*CHI: I going to put them all of them like that together .,*MOT: are you a clever girl ?	*CHI: but how did you hear her when she was up there ?
4815,*MOT: are they going home ?	*CHI: I done it now .,*MOT: are they going home ?	*CHI: monster's getting my legs .
4816,*MOT: do they not fit ?	*CHI: let me see .,*MOT: do they not fit ?	*CHI: where grey one ?
4817,*MOT: where are they going to for for a drive ?	*CHI: she won't go in .,*MOT: where are they going to for for a drive ?	*CHI: I want cars away .
4818,*MOT: and who bit it ?	*CHI: I don't know .,*MOT: and who bit it ?	*CHI: a bubble gone .
4819,*MOT: what is the horsie doing cname ?	*CHI: let's go in here .,*MOT: what is the horsie doing cname ?	*CHI: has water in it .
4820,*MOT: the animals don't sleep in the barn ?	*CHI: and a animal .,*MOT: the animals don't sleep in the barn ?	*CHI: move out again .
4821,*MOT: and now what ?	*CHI: they have wings .,*MOT: and now what ?	*CHI: hello hello hello .
4822,*MOT: what is the farmer doing cname ?	*CHI: driving over there .,*MOT: what is the farmer doing cname ?	*CHI: fourteen ninety nine .
4823,*MOT: are you okay ?	*CHI: we get to play .,*MOT: are you okay ?	*CHI: don't put in there .
4824,*MOT: look there's two farmers .	*CHI: what one would you want ?,*MOT: look there's two farmers .	*CHI: open books to take home .
4825,*MOT: are you going to make me dinner ?	*CHI: I got plates .,*MOT: are you going to make me dinner ?	*CHI: there you go .
4826,*MOT: what is that ?	*CHI: have to put it on my neck .,"*MOT: what is that ?	*CHI: , a little one or this one ?"
4827,*MOT: do you need help ?	*CHI: the babies like this .,*MOT: do you need help ?	*CHI: it wasn't an accident .
4828,*MOT: come over here .	*CHI: where we going ?,*MOT: come over here .	*CHI: the last one .
4829,*MOT: she didn't make any noise .	*CHI: who what then ?,*MOT: she didn't make any noise .	*CHI: piece of lettuce .
4830,*MOT: what do you mean ?	*CHI: it's fold up .,*MOT: what do you mean ?	*CHI: welcome to Balamory ?
4831,*MOT: didn't you put one in the box ?	*CHI: I did it .,*MOT: didn't you put one in the box ?	*CHI: no like this .
4832,*MOT: you see another horse ?	*CHI: what that come from .,*MOT: you see another horse ?	*CHI: momma put my finger .
4833,"*MOT: Fraser , what are you doing ?	*CHI: I just going to lie .","*MOT: Fraser , what are you doing ?	*CHI: snow would get freezing cold ."
4834,*MOT: did you not ?	*CHI: do have to try a lollipop instead .,*MOT: did you not ?	*CHI: I want my breakfast at lunch time .
4835,*MOT: why didn't you like it then ?	*CHI: but Jwww liked the film .,*MOT: why didn't you like it then ?	*CHI: ooh and that's your cake .
4836,*MOT: in fact Nwww's birthday's the day before Jwww's .	*CHI: do they have some presents ?,*MOT: in fact Nwww's birthday's the day before Jwww's .	*CHI: now there's two green bottles .
4837,*MOT: where's Winnie the Pooh ?	*CHI: in my bedroom .,*MOT: where's Winnie the Pooh ?	*CHI: could be beer .
4838,*MOT: they're able to go through that door .	*CHI: and nobody's in ?,*MOT: they're able to go through that door .	*CHI: I don't know .
4839,*MOT: was it too fast ?	*CHI: but I liked that .,*MOT: was it too fast ?	*CHI: a big brown bear .
4840,*MOT: did you not ?	*CHI: but I liked my Fruitshoot .,*MOT: did you not ?	*CHI: that's got stripes on it .
4841,*MOT: you want that book there ?	*CHI: but Jwww had this one .,*MOT: you want that book there ?	*CHI: not a few is there .
4842,*MOT: he needs a towel ?	*CHI: so I have to .,*MOT: he needs a towel ?	*CHI: things in our world .
4843,*MOT: that's her tongue .	*CHI: but why did she do that like this ?,"*MOT: that's her tongue .	*CHI: we be careful with banana , won't we ?"
4844,"*MOT: what's Jwww saying , Fraser ?	*CHI: I don't know .","*MOT: what's Jwww saying , Fraser ?	*CHI: he want me ."
4845,*MOT: they're playing snowballs .	*CHI: but why is that one not carrying a snowball ?,"*MOT: they're playing snowballs .	*CHI: , your mommy, your grandma, your aunt, your uncle ."
4846,*MOT: where is it ?	*CHI: I can see his button .,"*MOT: where is it ?	*CHI: there you go , Purdie ."
4847,*MOT: who made the mess then ?	*CHI: I don't know .,*MOT: who made the mess then ?	*CHI: can't close it .
4848,*MOT: what are you doing with that ?	*CHI: I'm just packing up .,*MOT: what are you doing with that ?	*CHI: I don't want that .
